eventDate,year,month,day,habitat,countryCode,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,hasCoordinate,species,iucnRedListCategory,substrate,latitude,longitude,coorUncert,observationID,region,district,filename,category_id,metaSubstrate,poisonous,elevation,landcover,biogeographicalRegion,captions,class_id,image_path
2020-12-21,2020,12.0,21.0,Mixed woodland (with coniferous and deciduous trees),DK,Gymnopilus penetrans (Fr.) Murrill,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Gymnopilus,penetrans,True,Gymnopilus penetrans,NE,dead wood (including bark),55.985527,12.251646,10.0,3032624329,Hovedstaden,Hillerød,0-3032624329.JPG,1016,wood,0,0.0,17.0,continental,"The image showcases two distinct fungi with contrasting characteristics:

The larger fungus, positioned at the top, displays a striking appearance. Its cap is a rich brown color with a slightly darker center, creating a subtle gradient effect. The edges of the cap are lighter, giving it a delicate, almost ethereal quality. The surface of the cap appears smooth and slightly waxy, reflecting light in a way that emphasizes its glossy texture. This fungus is significantly larger than its companion, dominating the upper portion of the image.

Below, the smaller fungus presents a different form. Its cap is turned upwards, revealing the underside. The gills, or thin, fan-like structures, are clearly visible beneath the cap. These gills are a lighter shade of brown compared to the cap, creating an interesting visual contrast. The stem of this smaller fungus is white, providing a stark difference against the earthy tones of its cap and gills.

The fungi are set against a backdrop of wet, brown leaves, which adds a natural, autumnal atmosphere to the scene. This moist environment enhances the visual appeal of the fungi, making their textures and colors stand out even more prominently.

The composition of the image creates a captivating juxtaposition between the two fungi - the larger, more imposing specimen above and the smaller, more intricate one below. This contrast highlights the diversity and beauty found in the world of fungi.",1016,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/0-3032624329.JPG
2021-02-04,2021,2.0,4.0,Deciduous woodland,DK,Pleurotus ostreatus (Jacq.) P.Kumm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,ostreatus,True,Pleurotus ostreatus,NE,dead wood (including bark),54.820044,11.159217,15.0,3032614326,Sjælland,Lolland,0-3032614326.JPG,2096,wood,0,0.0,17.0,continental,"The image shows a cluster of shelf mushrooms growing on a tree trunk. These fungi have distinctive circular caps with a flat, disc-like shape. The caps display a range of brown hues, from light to dark, with some variations in coloration across the surface.

The mushroom caps have a smooth, glossy appearance, reflecting light and giving them a polished look. Along the edges of the caps, there's a subtle white rim, which creates a nice contrast with the brown coloration.

One of the most striking features is the gill structure visible on the underside of a mushroom cap. These gills are thin, white, and fan out in a delicate pattern. They're clearly visible due to the mushroom being flipped over, allowing us to see its internal structure.

The mushrooms vary in size within the cluster. Some caps appear larger and more prominent, while others are smaller and partially obscured by their neighbors. This variation in size adds depth and interest to the overall composition.

The fungi are growing closely together, forming a dense cluster on the tree trunk. This growth pattern is typical for shelf mushrooms, which often attach themselves to tree trunks or rocks in forest environments.

The surrounding environment, though not the main focus, provides context for the mushrooms' habitat. The tree trunk appears to be dark brown or grayish in color, with some visible bark texture. The ground beneath the mushrooms is likely forest floor debris, though it's not described in detail.

Overall, the image presents a close-up view that highlights the intricate details and natural beauty of these shelf mushrooms, showcasing their unique structure and coloration in their forest habitat.",2096,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/0-3032614326.JPG
2021-02-04,2021,2.0,4.0,Deciduous woodland,DK,Pleurotus ostreatus (Jacq.) P.Kumm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,ostreatus,True,Pleurotus ostreatus,NE,dead wood (including bark),54.820044,11.159217,15.0,3032614326,Sjælland,Lolland,1-3032614326.JPG,2096,wood,0,0.0,17.0,continental,"The image shows several mushrooms growing on a decaying log. These fungi have distinctive features that are clearly visible:

The mushrooms display a range of brown hues, from light to dark. Their caps are predominantly flat and circular in shape, though some may have slightly irregular edges. The texture of the mushroom caps appears smooth and slightly glossy, typical of many fungal species.

The size of the mushrooms varies across the image. Some caps are quite large, while others are smaller. This variation in size adds visual interest to the composition and suggests different stages of growth or environmental conditions affecting the fungi.

The mushrooms are clustered together, with some growing in small groups and others as individual specimens. This arrangement is common in natural settings where fungi often compete for space and resources.

The overall appearance of the mushrooms is healthy and vibrant, indicating they are thriving in their current environment. Their coloration and form blend well with the surrounding decaying wood and forest floor debris, showcasing nature's camouflage abilities.

The mushrooms seem to be well-established on the log, suggesting they have been growing there for some time. This provides insight into the ecological role these fungi play in decomposing organic matter in forest ecosystems.",2096,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/1-3032614326.JPG
2021-02-05,2021,2.0,5.0,Deciduous woodland,DK,Fomitopsis pinicola (Sw.) P.Karst.,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomitopsis,pinicola,True,Fomitopsis pinicola,NE,dead wood (including bark),56.344164,8.635703,65.0,3032614327,Midtjylland,Holstebro,0-3032614327.JPG,919,wood,0,0.0,17.0,atlantic,"The image shows a fascinating example of bracket fungi growing on a tree stump. The fungi have a distinctive shape with a flat, shelf-like appearance, characteristic of bracket fungi. Their coloration is quite striking, featuring a light brown or tan base with darker brown edges, creating a beautiful contrast.

The main body of the fungi appears to be relatively thick and robust, indicating it's well-established on the stump. The surface of the fungi looks smooth and slightly waxy, which is typical of many bracket fungi species. This texture helps them absorb moisture and nutrients from their host.

The fungi seem to be growing in multiple layers or tiers, with the largest portion being the main body. There are also smaller, protruding sections visible, which could be younger growths or satellite fungi emerging from the main structure.

In terms of size, the fungi appear to be quite substantial, covering a significant portion of the visible surface of the tree stump. While it's difficult to provide exact measurements without a reference scale, they seem to be several inches to a few feet in length and width.

The overall appearance of the fungi suggests they are healthy and thriving in their environment. Their vibrant coloration and robust structure indicate they've been growing for some time and are well-adapted to their habitat on the tree stump.",919,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/0-3032614327.JPG
2021-02-05,2021,2.0,5.0,Deciduous woodland,DK,Fomitopsis pinicola (Sw.) P.Karst.,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomitopsis,pinicola,True,Fomitopsis pinicola,NE,dead wood (including bark),56.344164,8.635703,65.0,3032614327,Midtjylland,Holstebro,1-3032614327.JPG,919,wood,0,0.0,17.0,atlantic,"The image shows a fascinating display of fungi growing on a tree stump in a snowy environment. The main feature is a large, flat mushroom cap with a distinctive red-orange coloration. This cap is the largest and most prominent part of the fungi.

Beneath the main cap, there are several smaller, stacked caps visible. These secondary caps appear to be slightly darker in color, possibly a deep brown or dark red. The arrangement of these caps creates an interesting layered effect, with the largest cap on top and progressively smaller caps below.

The fungi have a smooth, rounded texture on their caps, which contrasts nicely with the rough, brown surface of the tree stump they're growing on. The edges of the caps are slightly raised, giving them a slightly three-dimensional appearance.

The fungi stand out vividly against the white snow surrounding them. This stark contrast highlights the vibrant colors of the mushrooms and makes them the clear focal point of the image.

The overall size of the fungi appears to be quite substantial, as it's clearly visible and easily distinguishable from its host tree stump. The multiple caps suggest that this is a mature specimen that has been growing for some time.

This image captures a unique and beautiful example of how fungi can thrive in seemingly harsh environments, adding a splash of color and life to the snowy landscape.",919,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/1-3032614327.JPG
2021-02-05,2021,2.0,5.0,Deciduous woodland,DK,Fomitopsis pinicola (Sw.) P.Karst.,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomitopsis,pinicola,True,Fomitopsis pinicola,NE,dead wood (including bark),56.344164,8.635703,65.0,3032614327,Midtjylland,Holstebro,2-3032614327.JPG,919,wood,0,0.0,17.0,atlantic,"The image shows a fascinating close-up of a bracket fungus, also known as a polypore. The main body of the fungus is a large, flat, shelf-like structure that dominates the frame. It has a light brown color with a slightly darker brown speckled pattern on its surface, giving it a textured appearance.

The bracket fungus is positioned horizontally, with its upper surface facing the left side of the image and its lower surface on the right. This orientation allows us to see the characteristic underbelly of the fungus clearly.

On the left side of the main bracket, there's a smaller, similar structure that appears to be a young or developing part of the same fungus. This smaller bracket is positioned perpendicularly to the main one, creating an interesting visual contrast.

The lower surface of the bracket fungus is visible, showing a darker brown coloration with a rough, almost scaly texture. This is typical of many bracket fungi and is where the fungus absorbs nutrients from the wood it grows on.

The size of the main bracket is substantial, filling most of the frame. It's difficult to determine the exact scale without a reference object, but it appears to be several inches in length and width.

The background is mostly obscured by the fungi, but there are hints of a rocky, possibly snowy environment visible in the corners of the image. This suggests the fungus is growing on or near a rock face or tree trunk in a natural setting.

Overall, the image provides a detailed view of the intricate structures and textures found in bracket fungi, showcasing the beauty and complexity of these often-overlooked organisms.",919,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/2-3032614327.JPG
2021-02-05,2021,2.0,5.0,Deciduous woodland,DK,Tubaria furfuracea (Pers.) Gillet,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,Tubaria,furfuracea,True,Tubaria furfuracea,NE,leaf or needle litter,54.780902,11.99983,25.0,3032614328,Sjælland,Guldborgsund,0-3032614328.JPG,2718,plant material,0,24.0,12.0,continental,"The image shows two mushrooms growing on a fallen tree trunk. The larger mushroom on the right has a light brown cap with a slightly darker brown rim. Its stem is light brown and extends downward, with a fuzzy white base where it meets the dark brown leaf litter.

The smaller mushroom on the left has a similar light brown cap, but its stem is noticeably shorter than the larger one.

Both mushrooms display intricate gill structures underneath their caps, visible as fine, hair-like lines radiating from the stem. These gills are a characteristic feature of many mushroom species and play a crucial role in their biology.

The mushrooms appear to be in their natural habitat, growing directly on the decaying wood of the fallen tree. This setting provides an excellent environment for fungi, as it offers them a rich source of nutrients for decomposition.

The contrast between the light brown of the mushrooms and the darker brown of the leaf litter and tree trunk creates a visually striking composition, highlighting the beauty of these small but fascinating organisms in their woodland home.",2718,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/0-3032614328.JPG
2020-12-26,2020,12.0,26.0,Deciduous woodland,DK,Trametes gibbosa (Pers.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,gibbosa,True,Trametes gibbosa,NE,dead wood (including bark),55.970772,12.293324,50.0,3032624332,Hovedstaden,Hillerød,0-3032624332.JPG,2606,wood,0,0.0,17.0,continental,"The image shows a fascinating close-up of a bracket fungus, also known as a polypore. The main body of the fungus is a large, flat, semi-circular structure with a light brown to tan coloration. Its surface has a rough, textured appearance with a scaly or ridged pattern, giving it an almost skin-like quality.

The fungus has a distinct shape, with a wider base that narrows towards the top, creating a gentle curve. On the left side, there's a smaller, triangular protrusion that resembles a fin or a leaf-like structure. This adds an interesting asymmetry to the overall form of the fungus.

The texture of the main body appears to be quite rough and uneven, with visible ridges and bumps across its surface. This texture is typical of many bracket fungi and contributes to their unique visual appeal.

In the background, particularly in the upper right corner, there are smaller, darker brown pieces of fungus visible. These appear to be broken-off fragments or younger growths, providing a sense of depth and context to the main specimen.

The size of the main bracket fungus is difficult to determine precisely without a scale reference, but it appears to be quite large, dominating most of the frame. Its size and prominent position suggest it's likely growing on a tree trunk or large log, though the background is mostly obscured by the fungus itself.

Overall, this image captures the intricate details and natural beauty of bracket fungi, showcasing their unique structure and texture in remarkable clarity.",2606,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/0-3032624332.JPG
2020-12-26,2020,12.0,26.0,Deciduous woodland,DK,Trametes gibbosa (Pers.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,gibbosa,True,Trametes gibbosa,NE,dead wood (including bark),55.970772,12.293324,50.0,3032624332,Hovedstaden,Hillerød,1-3032624332.JPG,2606,wood,0,0.0,17.0,continental,"The fungi in the image are a striking feature on the fallen log. They appear to be shelf fungi, also known as polypores, growing in a series along the length of the log. These fungi have a distinctive white coloration, creating a stark contrast against the dark, decaying wood of the log.

The shelf fungi have a flat, disc-like shape, which is typical for this type of growth. Their edges are slightly curled under, giving them a shelf-like appearance. This curvature adds an interesting visual element to the composition.

The texture of the fungi seems smooth and somewhat glossy, which is common for many shelf fungi species. This texture likely helps them absorb moisture and nutrients from the decaying wood.

In terms of size, the fungi appear to be relatively large compared to the log they're growing on. They cover a significant portion of the visible surface of the log, indicating that they've been growing there for some time and have had充裕 access to the necessary resources.

The fungi are arranged in a linear fashion along the log, suggesting they're the same species or closely related types. This uniform growth pattern creates a visually pleasing, almost artistic effect on the forest floor.

Overall, these shelf fungi create a captivating display of nature's decomposition process, their white forms standing out beautifully against the darker hues of the log and the surrounding forest floor.",2606,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/1-3032624332.JPG
2021-02-05,2021,2.0,5.0,Deciduous woodland,DK,Byssomerulius corium (Pers.) Parmasto,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Byssomerulius,corium,True,Byssomerulius corium,NE,dead wood (including bark),54.779842,11.999989,15.0,3032614329,Sjælland,Guldborgsund,0-3032614329.JPG,220,wood,0,30.0,12.0,continental,"The image shows a close-up view of a single piece of coral, not fungi. The coral has a predominantly white coloration with some light brown areas. Its surface is characterized by a rough, textured appearance with numerous small bumps and ridges.

The coral's structure is intricate, with a complex three-dimensional form. It features a series of white protrusions along its length, which appear to be its branches or arms. These branches are relatively thin and delicate-looking.

The texture of the coral is highly detailed, with fine lines and crevices visible across its surface. This gives it a somewhat spongy or fleshy appearance, typical of many coral species.

The coral's coloration is primarily white, but there are variations in tone. Some areas appear slightly more translucent or opaque than others, adding depth and dimension to its appearance.

The image is tightly focused on the coral, filling the entire frame. This close-up perspective allows for a detailed examination of its structure and texture, but it doesn't provide any context for its size or surrounding environment.

Overall, the coral presents a fascinating and complex structure, showcasing the intricate beauty found in marine ecosystems.",220,/data/uds-fern-absorbed-dugong-251223/full_300px/FungiTastic/train/300p/0-3032614329.JPG
